대우,1786,3545,2953,NNP,*,F,대우,*,*,*,*,*
구글,1786,3546,2953,NNP,*,T,구글,*,*,*,*,*
비타500,1786,3546,2953,NNP,*,T,비타500,*,*,*,*,*
